id,Data,Pais,Estado,Setor_Industrial,Nivel_Acidente,Nivel_Acidente_Potencial,Genero,Tipo_Trabalhador,Risco_Critico,Descricao
314,2017-02-07 00:00:00,Brasil,Minas Gerais,Mineração,II - Baixo,V - Muito Alto,Homem,Funcionário,Restos de choque,"No Nível 2900 - OP 5 o trabalhador realizou o chuteo minério da moega até o segundo carro, percebeu um deslizamento de água e lama pela moega, decidiu sair da plataforma e quando já estava descendo o segundo degrau da escada de acesso, a água aumenta e um fragmento de pedra escorrega e atinge as costas do trabalhador fazendo-o cair e atingir o antebraço direito e o joelho esquerdo."
315,2017-02-08 00:00:00,Brasil,Minas Gerais,Mineração,II - Baixo,IV - Alto,Homem,Terceiro,Corte,"Sendo 12:20 horas aproximadamente, em circunstâncias que o SSOMAC Administrativo, foi arranjado para deslocar a guilhotina do lado direito em direção ao centro da mesa para fazer cortes de páginas enmicadas, ao tentar levantar a guilhotina o dedo médio da mão direita esfrega contra a borda da lâmina da guilhotina, provocando o corte na gema do terceiro dedo da mão direita."
316,2017-02-08 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Mulher,Terceiro,Outros,"Durante a preparação para a atividade de limpeza do escritório, o funcionário fez uso do corrimão da escada, o mesmo teve contato com a pinça utilizada para travar a placa de sinalização."
317,2017-02-08 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro (Remoto),Prensado,"Durante a atividade de embalagem da peça cilíndrica no cavalete, o funcionário carregava as peças até o local designado onde pressionava o dedo entre as peças metálicas que estavam sendo movimentadas."
318,2017-02-08 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,III - Médio,Homem,Terceiro,Corte,"O colaborador ferido e um de seus colegas queriam mover o aro de um pneu furado, para o qual, com a própria força, jogaram o aro no chão para fazê-lo rolar e nesse instante o cílio bate o quinto dedo da mão direita contra o anel produzindo a lesão."
319,2017-02-08 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Proteção de máquina,"Por volta das 04h30, o operador Daniel retirou acessórios de limpeza sob o canal móvel da linha 01, para isso apoiou a mão esquerda no trilho que estava em movimento. Nesse momento ocorre o esmagamento do 2º dedo da mão esquerda; a lesão ocorre. O colaborador é encaminhado ao Médico para atendimento."
320,2017-02-09 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,V - Muito Alto,Homem,Terceiro (Remoto),Bloqueio de energia,"as circunstâncias do Vertedouro onde o trabalhador estava limpando, com a utilização de pano absorvente, resíduos de óleo da borda direita do compressor Atlas AXS-186, com a tampa aberta e em funcionamento; o pano cai dentro do ompressor e na tentativa de retirá-lo, fica preso na hélice do ventilador, puxando a mão esquerda do trabalhador em direção à hélice causando o ferimento."
321,2017-02-08 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro (Remoto),Ferramentas manuais,"Realizando trabalhos de carpintaria, o colaborador bateu no segundo dedo da mão esquerda com o martelo, que segurava com a mão direita, causando um hematoma na altura do prego. A avaliação foi realizada no centro médico da unidade, tendo como diagnóstico final contusão no dedo."
322,2017-02-13 00:00:00,EUA,Nevada,Metalurgia,II - Baixo,III - Médio,Homem,Funcionário,Prensado,"Enquanto se preparava para montar a tubulação de polipropileno, o funcionário retirou a picape do caminhão e posicionou-a no lugar, pressionando o dedo entre o tubo e a parede de concreto."
323,2017-02-13 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,IV - Alto,Homem,Funcionário,Projeção,"Durante a manutenção da bomba peristáltica 02BP0166 para troca da mangueira interna, a tubulação de ruptura da bomba reserva 02BP0167 rompeu após entrar em operação, projetando solução aquecida em direção ao funcionário, atingindo seu antebraço esquerdo causando irritação na pele."
324,2017-02-13 00:00:00,EUA,California,Metalurgia,III - Médio,IV - Alto,Homem,Funcionário,Queimadura,"Durante a manutenção da bomba peristáltica 02BP0166 para troca da mangueira interna, a tubulação de ruptura da bomba reserva 02BP0167 foi rompida, após esta entrar em funcionamento, projetando solução aquecida em direção ao funcionário, atingindo seu antebraço esquerdo, causando queimadura."
325,2017-02-14 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,V - Muito Alto,Homem,Terceiro,Prensado,"No Nv. 3370, CX 212 - Sul, quando o Mecânico afrouxa um parafuso passante do protetor cardan intermediário do Dumper 01, o protetor é liberado e aprisiona o primeiro dedo da mão esquerda contra o conector do cilindro de direção hidráulica (Posição 2)."
326,2017-02-15 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"No dia 15/02/2017 às 15h27, ao realizar a Magnetometria com GPS, o colaborador Antônio bateu o topo do chapéu de campo em um galho e foi atacado por maribondos. Ele foi mordido atrás da orelha e outro no ombro, mas continuou sua atividade porque não sentiu dor ou inchaço."
327,2017-02-16 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Mulher,Terceiro (Remoto),Queda,"Pela média das 8h23 nos escritórios da Ajani, Liliana se prepara para guardar as pastas no almoxarifado, para ir até o local onde sai do iglu, ao descer os dois degraus ela o faz na diagonal então senta o pé esquerdo na borda do segundo degrau fazendo com que o pé se dobre para a esquerda para dentro, estabiliza rapidamente evitando cair no chão."
328,2017-02-17 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Projeção/Ferramentas manuais,"o momento de extração dos parafusos do MANDRIL da unidade de rotação VSD 01; no instante em que é feito golpes com a corda de 6Lbs. Na base dos parafusos de sustentação, um fragmento da estrutura metálica é projetado, impactando no rosto do mecânico Freddy o ferimento descrito."
329,2017-02-17 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Substâncias químicas,"Terminada a pintura do tubo de bombeamento, o envolvido involuntariamente toca seu rosto, com a mão (com luvas) cheia de tinta, e para se limpar utiliza um pano industrial seco e começa a esfregar o rosto, por um período de tempo de 30 a 40 segundos continuamente, até que finalmente a pintura do rosto seja limpa, esse atrito gera a lesão descrita."
330,2017-02-17 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Projeção,"Ao finalizar a descarga do minério com o basculante de placas AMP-819, na cava 01, o motorista percebe que um trecho de malha de suporte está preso na escotilha da moega; em seguida o motorista desce do seu equipamento (com a moega levantada) para retirar com as mãos essa malha, ao gerar força, finas partículas de rocha caem e uma delas fica impregnada no olho do ferido. No momento do incidente, o ferido usava seus óculos de medição e não recebia nenhuma sobretaxa."
331,2017-02-23 00:00:00,Brasil,Rio de Janeiro,Mineração,IV - Alto,IV - Alto,Homem,Terceiro,Veículos e equipamentos móveis,"Walter estava colocando suas ferramentas na moega do caminhão Atlas que estava estacionado no cruzeiro 320 do Nível 1850 OB2B, então chegou a van de operações de mineração conduzida pelo Engenheiro estacionada atrás do caminhão da Atlas a aproximadamente 3 metros e sem ter colocado o bloco de segurança foi solicitar os dados da perfuração, posteriormente o auxiliar do SIMBA 04 abriu o portão, deixando cair a broca na moega do caminhão mina e intempestivamente o veículo avançou prendendo a direita do mecânico perna."
332,2017-02-23 00:00:00,EUA,Arizona,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Animais peçonhentos,"Durante o transporte dos pedaços de madeira com auxílio de um carrinho de mão, o funcionário sentiu uma picada na perna direita, nesse momento interrompeu a atividade, retirou a legging e ao sacudir a calça percebeu que se tratava de um pequeno escorpião."
333,2017-02-25 00:00:00,Brasil,São Paulo,Mineração,IV - Alto,IV - Alto,Homem,Terceiro (Remoto),Queda,"Durante o ciclo mineiro na Chaminé 410; antes de iniciar os trabalhos de perfuração para ancoragem da pista do sistema alimak, o colaborador agacha-se para pegar uma ferramenta manual que está na plataforma; é neste momento que a equipe jackleg perde a posição e se projeta nas costas do colaborador gerador da lesão."
334,2017-02-25 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Projeção,"No processo de apoio, nas circunstâncias em que o auxiliar realiza o Último corte no comprimento transversal da malha; A tela gera um movimento em direção ao operador e atinge o rosto causando a lesão descrita."
335,2017-02-25 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"No dia 25/02/2017 às 13h05, ao auxiliar com GPS no Magnetométrico o colaborador Gilvânio bateu o topo do chapéu de campo em um galho e foi atacado por maribondos. As mariposas foram em direção aos seus olhos, mas devido ao uso de óculos escuros, o ataque naquela região foi evitado. Os insetos se deslocaram para o lado do rosto, ficando presos entre a orelha e a parte de trás do chapéu de campo, fazendo com que o ajudante levasse duas mordidas atrás da orelha. Gilvânio é alérgico a picadas de Marimbondos, logo a atividade foi imediatamente paralisada, fomos até o carro, onde o acidente tomou seu remédio (antialérgico já usado em outras situações fora do trabalho, indicado por outro médico) para evitar maiores inchaços. Marcelo responsável pelo projeto também esteve em campo na atividade de mapeamento, foi imediatamente chamado pela rádio. O auxiliar se sentiu bem, mas foi levado ao pronto-socorro do Hospital de Lavras do Sul, onde consultou o médico, tomou antialérgico e teve alta por volta das 15h20."
336,2017-02-26 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Queda,"Nos momentos em que o pessoal da empresa IMPROMEC se dirigia ao pique 447 para apoiar os trabalhos de concretagem projectada; Um dos eletricistas não identifica faixa e água na estrada, então sua perna direita entra na calha de 0,8 m de profundidade causando o ferimento. O serviço da litorina ficou paralisado pela entrada deste pessoal."
337,2017-02-26 00:00:00,EUA,Arizona,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Prevenção de queda,"O funcionário estava descendo a escada após inspeção dos ciclones de moagem, que dá acesso ao piso atrás da moenda 10 pela plataforma # ISC-MG26 quando o piso cedeu e caiu de uma altura de aproximadamente 1 metro e 70 metros (há material/minério abaixo da plataforma, diminuindo a altura do impacto da queda)."
338,2017-02-27 00:00:00,Brasil,Minas Gerais,Mineração,II - Baixo,IV - Alto,Homem,Terceiro,Restos de choque,"Na zona de Lloclla, a 50 metros da subestação Nro 4, nas circunstâncias em que o trabalhador se preparava para apanhar a corda do chão, vários fragmentos de rocha deslizam pela encosta do morro, um dos fragmentos de 5 cm de diâmetro atinge aproximadamente o rosto do trabalhador produzindo a referida lesão"
339,2017-02-27 00:00:00,EUA,Texas,Mineração,III - Médio,IV - Alto,Homem,Funcionário,Outros,"Ao realizar atividade de limpeza da área próxima à 042-TC-06 - Trituração o funcionário estava manuseando um bloco de pedra de formato triangular medindo (b = 53cm x h = 42cm x e = 12cm). Durante o movimento, ele perdeu o equilíbrio ao cair com a pedra no polegar da mão esquerda, ferindo-o."
340,2017-03-01 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro (Remoto),Outros,"Ao realizar atividades de corte de tijolos refratários, para colocar o suporte do barramento no trecho 70, uma partícula se desprende, atingindo o braço direito do auxiliar que estava a um metro de distância da área de trabalho, provocando-lhe ferimento no braço, foi atendido no centro médico e retornou às suas funções habituais."
341,2017-03-02 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"No dia 03/02/17 durante a amostragem de solo na região de Sta. os funcionários Rafael e Danillo da Silva foram atacados por um teste de abelha. Eles fugiram do local, mas o funcionário Rafael levou 4 mordidas, uma no queixo, uma no peito, uma no pescoço e uma na mão por cima da luva. O funcionário levou 4 mordidas, uma na mão por cima da luva e outra na cabeça, e o funcionário Danillo levou 2 mordidas no braço esquerdo por cima do uniforme. No início ninguém esboçou alergia, apenas inchaço no local da picada. A atividade foi interrompida para avaliação do local, após verificarem que o teste havia permanecido na fila, eles deixaram o local."
342,2017-03-04 00:00:00,EUA,Texas,Mineração,I - Muito Baixo,V - Muito Alto,Homem,Funcionário,Veículos e equipamentos móveis,"O funcionário, que estava pedindo carona, no caminhão CEP 403, equipamento, atravessou o canterio central da pista para pegar a chave da carregadeira de rodas com outro operador que estava parado no sentido contrário. Ao retornar para o caminhão, ele foi atingido no braço esquerdo pelo pneu da carregadeira que trafegava pela estrada e ultrapassou a CEP-403 à direita."
343,2017-03-06 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Queda,"Sendo 17h40 aprox. quando o colaborador Sr. Duval (amostrador), se preparava para trocar e retirar os baldes das amostras de polpa do entregador da planta, escorregou e caiu no chão apoiando-se com a mão direita gerando a lesão descrita."
344,2017-03-08 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"No dia 03/08/2017 às 15h30, ao realizar atividade de MAG, o funcionário Murilo da Silva, ao transitar na linha de aquisição, se deparou com um pequeno dreno (aproximadamente 40cm de largura), com pequeno desnível. Ao percorrer a drenagem, o funcionário apoiou o pé direito no barranco que parou, causando torção no tornozelo direito. Logo após a torção, as atividades foram paralisadas e o funcionário foi levado ao hospital local, onde foi feito raio-x e exame feito pelo médico. Não foi constatado nenhum ferimento grave, apenas um pequeno inchaço, liberado então para atividades normais."
345,2017-03-09 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,V - Muito Alto,Homem,Terceiro,Veículos e equipamentos móveis,"No Nível 3970 (Antes -100) Quando a placa do F6M 801 passou do nível 3570 para a superfície, quando o piloto tenta localizar seu rádio para atender uma chamada da central de concreto se distrai e bate seu veículo contra a empena esquerda e o veículo vira para o lado direito. Quando isso acontece, o copiloto bate com a mão direita em um fragmento de vidro quebrado da janela do lado direito do veículo."
346,2017-03-08 00:00:00,Brasil,São Paulo,Mineração,V - Muito Alto,V - Muito Alto,Homem,Terceiro,Veículos e equipamentos móveis,"Quando o Scoop se dirigia da Rpa 910 até o ponto de corte da Cro 861 Sul para ser descarregado, visualiza um caminhão que estava estacionado com as luzes e o motor ligado dentro do empuxo - onde o Scoop encontrou desmontagem acumulada-; o operador para o Scoop e desce para mandar o motorista do caminhão sair e quando não encontra ninguém decide ir procurar o motorista no alto da Cro 861 Sul, onde não consegue encontrá-lo; Em seguida, ele retorna ao seu Scoop e aos 15 a 20 metros visualiza a luz de uma lâmpada brilhando na direção da empena, ao se aproximar, encontra o falecido deitado na lateral do Scoop e passa a avisar imediatamente a superintendência do turno, centro de controle e central de emergência."
347,2017-03-09 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro,Proteção de máquina,"Funcionário realizava manutenção em filtro prensa, na área de Filtração (GRS). Ao desmontar a braçadeira da mangueira em movimento giratório, teve contato com a rebarba da ponta de um dos parafusos que estava exposto, causando-lhe um corte na luva e ferimento no 3º quirodáctilo da mão esquerda."
348,2017-03-10 00:00:00,Brasil,Minas Gerais,Mineração,II - Baixo,IV - Alto,Homem,Terceiro,Equipamento de proteção individual,"No Nv. 2930 - Câmara de acumulação de agregados: Quando o operário, fez a moldagem do concreto projetado em direção ao coroamento da obra, às 14h00. ele percebe desconforto e embaçamento de todo o rosto, então decide retirá-lo e opta por usar apenas os óculos de segurança para maior conforto para continuar com o concreto projetado, às 15h45. sofre projeção de partículas rebote de concreto projetado no olho esquerdo."
349,2017-03-15 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"Equipe do Projeto VMS realizou coleta de solo no alvo Xixás com 3 integrantes. No deslocamento das equipes de um ponto de coleta para outro, o Sr. Fábio estava à frente da equipe, picando atrás de Robson e Manoel da Silva. próximos ao ponto de coleta foram surpreendidos por um enxame de abelhas que estava dentro de uma brincadeira próxima ao chão, sem visibilidade na mata e sem barulho de assobio. Fábio passou pelo toco, mas Robson e Manoel da Silva foram atacados pelas abelhas. Robson teve uma picada no braço esquerdo por cima do uniforme e Manoel da Silva teve uma picada no lábio quando sua tela rasgou ao se enroscar nos galhos durante a fuga."
350,2017-03-15 00:00:00,EUA,Nevada,Metalurgia,II - Baixo,IV - Alto,Mulher,Funcionário,Substâncias químicas,"Durante o preparo para a atividade de solubilização da amostra na capela, a empregada ao movimentar o frasco de ácido nítrico, o mesmo se desprendeu do dosador, causando projeção na região da face e membros superiores."
351,2017-03-18 00:00:00,Brasil,Minas Gerais,Mineração,V - Muito Alto,V - Muito Alto,Homem,Terceiro (Remoto),Bloqueio de energia,"Durante a atividade de troca da correia transportadora 11B alimentando o moinho primário No. 2; o mecânico entrou na calha de descarga (0,75 x 0,75 x 0,80 m.) para limpar o material, momento em que o amostrador automático (0,30 x 0,25 m) que estava dentro da calha foi acionado, prendendo o mecânico na altura do tórax. No momento do acidente o mecânico estava sozinho na área de trabalho."
352,2017-03-22 00:00:00,Brasil,Bahia,Metalurgia,V - Muito Alto,V - Muito Alto,Homem,Terceiro (Remoto),Bloqueio de energia,"Sendo aproximadamente 20h57 do dia 22/03/2017; durante a troca de cabos entre a célula de potência Z-332 (gabinete trancado) e o transformador Z014; há um ruído alto seguido por uma oscilação do sistema elétrico. Nesse momento o colaborador Queneche da empresa EISSA é encontrado no chão com a cabeça dentro de uma cela contígua Z-132 (gabinete Não bloqueado - onde não foi designado para realizar nenhum trabalho), após ter recebido um choque elétrico."
353,2017-03-25 00:00:00,Brasil,Minas Gerais,Mineração,II - Baixo,V - Muito Alto,Homem,Terceiro,Veículos e equipamentos móveis,"Quando a Misturadora 01 da E.C.M INCIMMET S.A, movimentada pela rampa positiva sul, com sentido superfície (usina de concreto Unicon), na altura da 3630 (Antes 440), o operador observa que luzes intempestivas e o motor apagam, os controles de controle não respondem e o equipamento começa a dar ré. Aos 3 metros o operador salta da cabine e aos 20 metros a equipe atinge a empena direita e vira para o seu lado esquerdo. Na área, nas circunstâncias do evento, não houve presença de pessoal ou equipamentos que pudessem ter sido afetados."
354,2017-03-25 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Funcionário,Outros,"O técnico estava fazendo o levantamento magnetométrico quando pisou em um espinho. Sua reação foi recuar imediatamente, perdendo o equilíbrio e a antena do magnetômetro quebrou."
355,2017-03-31 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,IV - Alto,Homem,Terceiro,Prevenção de queda,"Funcionário relata que auxiliava na atividade de manutenção na Torre 09, em Eletrólise, quando pisou na grade de PRFV (Polímero com Vidro o piso se moveu, provocando sua queda. O evento ocorreu em 3 etapas: 1) Deslocamento e queda do piso no vão ao receber o esforço; 2) Queda do funcionário cerca de 1,60m abaixo do piso de PRFV, na lateral da calha abaixo do piso, sustentando a estrutura; 3) Queda do funcionário para o nível inferior, cerca de 2,35m abaixo do piso GRP."
356,2017-04-04 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Substâncias químicas,"Funcionário relata que supervisionava uma atividade na Ustulação, próximo ao Baile, quando uma projeção de poeira quente vinda do andar superior atingiu sua região cervical (“pescoço”), causando queimadura de primeiro grau."
357,2017-04-05 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,IV - Alto,Homem,Funcionário,Cargas suspensas,Funcionário executou a tarefa de içar big-bags contendo óxido de waelz e após realizar diversos içamentos o funcionário sofreu choque elétrico de baixa tensão ao entrar em contato com a talha ao fixar a alça de um big-bag nela.
358,2017-04-07 00:00:00,EUA,Texas,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Outros,"Funcionário deslocava-se em direção à estrutura do posto 10, quando chegou a pisar em falso, sofrendo torção no tornozelo esquerdo."
359,2017-04-04 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"No dia 04/04/2017, por volta das 13:30hs, durante a atual atividade sedimentar o colaborador Warley levou uma picada de abelha no pescoço, o mesmo estava utilizando a tela, porém a abelha entrou pelo fundo da tela. Após a picada a equipe decidiu abandonar o local de trabalho devido à presença de outras abelhas. O colaborador não teve reação e continuou trabalhando normalmente."
360,2017-04-06 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"O trabalhador de limpeza industrial Cristian estava realizando a atividade de limpeza da calha, golpeando com uma das paredes da mesma, para retirar a solução sólida que se forma. Nesse momento as mãos do operador deslizam e batem na borda da calha, causando uma pancada no dedo mínimo da mão esquerda."
361,2017-04-07 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Prevenção de queda,"No nível 3790 (antigo nível -280), o pessoal de enchimento hidráulico realizou a instalação de tubo PEAD de 4"" de diâmetro através da chaminé de ventilação com o auxílio de uma pá de 4 jardas que segurou e empurrou a extremidade do tubo (100 metros de comprimento). Nesse momento o tubo fica preso na borda da chaminé fazendo com que o tubo forme um arco na altura onde estava o trabalhador acidentado, que sinaliza com a luz de sua lâmpada para o operador da pá para parar e ao tentar se retirar da linha de fogo, o trabalhador perde o equilíbrio pelo leve contato com o tubo causando queda no mesmo nível."
362,2017-04-10 00:00:00,EUA,Texas,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Substâncias químicas,"Funcionário que realizava a pintura do piso da área do tanque de combustível, precisou de limpeza e, ao derramar diluente no chão, o balde escorregou de sua mão e a mistura se projetou em seu ombro esquerdo e lábio inferior, causando vermelhidão e queimação."
363,2017-04-08 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"Durante a execução da tarefa de amostragem de solo na área de Poções, por volta das 13h15, Luis - WCA, estava abrindo com um facão e foi picado por uma vespa no dorso da mão direita, o mesmo estava utilizando no momento do incidente todos os EPIs necessários para a atividade. O funcionário foi avaliado pelo técnico que constatou tratar-se de uma ferida com inchaço leve e localizado. O funcionário relatou que não sentiu nenhuma dor e que poderia continuar a atividade."
364,2017-04-11 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro (Remoto),Choque elétrico,"Na torre N° 6 da antiga LT 50 KV (desativada e desenergizada e 90% desmontada) localizada na cidade de Pasco, foram cortados os últimos perfis da base da torre anteriormente desmontada, utilizando equipamento oxicorte, às 11h45, o supervisor de segurança da Proingcom e o capataz, que estavam do lado de fora da área cercada fiscalizando a atividade, indicam a paralisação das atividades e evacuação para o refúgio devido ao alerta laranja indicado no detector de tempestades. Durante a evacuação dos últimos 02 funcionários que estavam dentro da área cercada, foi ouvido um som alto, provocando um susto, que fez com que os funcionários se jogassem no chão dentro da área e, em seguida, procedessem à saída da área de trabalho por conta própria através da escada. Aparentemente o som alto corresponderia a uma descarga elétrica na proteção do cabo que passa sobre as antigas torres."
365,2017-04-11 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro (Remoto),Choque elétrico,"Na torre nº 6 da antiga LT 50 KV (desativada e desenergizada e 90% desmontada) localizada na cidade de Pasco, foi realizado o corte dos últimos perfis da base da torre previamente desmontada, utilizando equipamento oxicorte, às 11h45, o supervisor de segurança da Proingcom e o capataz, que estavam na parte externa da área cercada supervisionando a atividade, indicam a paralisação de atividades e evacuação para o refúgio devido ao alerta laranja indicado no detector de tempestades. Durante a evacuação dos últimos 02 funcionários que estavam dentro da área cercada, foi ouvido um som alto, provocando um susto, que fez com que os funcionários se jogassem no chão dentro da área e, em seguida, saíssem da área de trabalho por meios próprios, através da escada. Aparentemente o som alto corresponderia a uma descarga elétrica na proteção do cabo que passa sobre as antigas torres."
366,2017-04-11 00:00:00,EUA,Arizona,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro (Remoto),Outros,"Ao final da atividade de concretagem, o funcionário desligou o concreto, e ao rolar a manivela para fazer o retorno do armazém do equipamento o mesmo bateu a ponta do mangote no lábio inferior causando hematoma."
367,2017-04-13 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"Durante a marcação dos pontos de manejo, a fiscalização e os criadores entram na obra para realizar a inspeção da ventilação, para a qual o trabalho de vistoria para para ligar o ventilador e prosseguir com as medições do fluxo de ar. Quando o ventilador é ligado por pressão, ele rompe os pontos de fixação do dedo do pé e a manga cai no chão gerando um chicoteo de empena em empena, produto do chicoteo um fragmento do agregado do shocrete é projetado no rosto do acidentado produzindo a lesão."
368,2017-04-12 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"Durante a execução do serviço de abertura de picadas para futuras obras da IP, por volta das 15h30, o funcionário Pedro segundo na fila do equipamento, foi picado por uma vespa na porção direita do pescoço. O besouro, por ser de pequeno porte, não foi visto pelos funcionários na picada, causando choque do funcionário diante dos insetos que se manifestaram. O funcionário utilizou todos os EPI's necessários para a atividade a ser desenvolvida. A mordida ocorreu na gola da camisa e no protetor facial. O técnico responsável pela execução do trabalho avaliou a picada e, junto com o funcionário ferido, constatou que por se tratar de um inchaço localizado e por não haver alergia, não haveria necessidade de paralisar a atividade, que seguiu normalmente."
369,2017-04-23 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Nos momentos em que o Sr. William realizou a inspeção do corte do Bloco 781 Nível 1850 OB6A, para que a plataforma de carregamento pudesse ser realizada, nos instantes em que observou as brocas radiais positivas que estavam cobertas e projetadas, ele ouve um ruído vindo da parte superior da cava (descolamento de bancos no centro da cava), para o qual o Sr. perder o equilíbrio e tropeçar na empena."
370,2017-04-19 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"No dia 19/04/2017, o funcionário de Lima da Silva estava compondo a equipe de abertura de mordida para vistoria de IP. A equipe era composta por um técnico de mineração e três auxiliares. Ao se movimentar na picada tocou com o pé esquerdo um toco de Tucum que estava no chão coberto de folhas secas de vegetação próxima à drenagem. Ao sentir o espinho perfurando seu pé, ele contou ao técnico mineiro o ocorrido e o companheiro retirou o espinho que perfurava a parte superior da bota. Após retirada da coluna o pé foi lavado e verificou-se que não havia outra lesão. Após o evento o técnico encerrou a atividade e retornou para a cidade de Porangatu/GO. Não foi necessário levar o funcionário à unidade de saúde."
371,2017-04-23 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro,Projeção,"Aprox. 22h. O Sr. Victor no momento em que fazia a inspeção visual do andaime, sofreu leve pancada na altura da orelha direita com o prolongamento metálico do chute da corrente transportadora."
372,2017-04-25 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Animais peçonhentos,"Durante a execução da tarefa de amostragem de solo, na área de Poções, por volta das 15h, Pablo se deslocava na mordida e foi picado por uma vespa de cotovelo direito sobre a manga do uniforme. Ele estava utilizando no momento do incidente todos os EPIs necessários para a atividade. O funcionário foi avaliado pela equipe que constatou tratar-se de uma lesão leve com inchaço localizado. O funcionário relatou que não sentiu nenhuma dor e que poderia continuar a atividade."
373,2017-04-25 00:00:00,EUA,Arizona,Mineração,IV - Alto,V - Muito Alto,Homem,Funcionário,Restos de choque,"ATIVIDADE: higienização frontal (abate de choco com scaller) LOCAL: mina subterrânea, nível 350 - frente 45 JKA superior O operador realizou a higienização frontal quando um bloco de rocha do telhado atingiu o equipamento. O vítima do acidente foi prontamente socorrido pela brigada de emergência da unidade e transportado para o ambulatório onde recebeu os primeiros atendimentos, sendo então transferido para a Prefeitura Municipal de Paracatu."
